x, y, z
0.256917,1.17444,-0.503765
0.183542,1.02952,-0.59766
0.192868,1.1324,-0.533864
0.15074,1.03749,-0.60752
-0.172015,0.093301,-0.794141
-0.275041,-0.026766,-0.792681
0.10154,1.01642,-0.614236
-0.150562,1.33637,-0.747548
-0.16115,1.37088,-0.803079
0.105232,0.973797,-0.621543
0.149671,0.941386,-0.639136
0.190002,0.715083,-0.63745
0.116479,0.717338,-0.642926
0.125091,0.61628,-0.653887
0.198614,0.614024,-0.648411
0.550686,0.375268,-0.58815
0.605054,0.300675,-0.60055
0.579839,0.261722,-0.597459
0.512624,0.398972,-0.584738
0.779829,0.272182,-0.652087
0.848586,0.257724,-0.668912
0.885053,0.364723,-0.712159
0.816297,0.379181,-0.695334
0.534549,1.30515,-0.811089
0.557617,1.24677,-0.810507
1.03262,1.34337,-0.921204
0.890284,1.35739,-0.913602
0.918378,1.27906,-0.905407
1.06072,1.26504,-0.913009
0.947607,0.626345,-0.804545
1.04628,0.593889,-0.799416
0.923907,0.477904,-0.761092
0.968792,0.33806,-0.711134
1.00765,0.451242,-0.760067
0.915794,0.248783,-0.680592
1.02039,0.161283,-0.671344
0.991021,0.205585,-0.669047
-0.34988,0.101556,-0.757715
-0.420464,-0.009206,-0.759687
-0.231171,1.47025,-1.60431
-0.281389,1.40477,-1.62278
-0.424551,1.38886,-1.50799
-0.375902,1.36977,-1.58456
-0.532265,1.25315,-1.65661
-0.077242,1.40084,-0.86399
-0.133029,1.47396,-0.989775
0.085166,1.54565,-1.05457
0.130401,1.63133,-0.996631
0.092441,1.6045,-1.06012
-1.51108,0.693594,-0.791702
-1.53943,0.687633,-0.856405
-1.49559,0.849454,-1.26494
-1.52809,0.794193,-1.25186
-1.28565,0.623264,-1.47413
-1.35286,0.615581,-1.41442
-1.47553,0.514555,-1.3675
-1.4889,0.413157,-1.34055
-1.19138,1.20749,-1.26869
-1.23477,1.18928,-1.08543
-1.12412,1.28071,-1.10307
-1.08072,1.29892,-1.28632
-1.09472,0.707846,-1.74499
-1.13382,0.657678,-1.71829
-1.22938,0.725509,-1.56095
-1.19029,0.775676,-1.58764
-0.992132,0.26156,-1.96505
-0.963645,0.358876,-2.02433
-1.2338,0.604528,-1.56921
-1.11667,0.563156,-1.7611
-1.55613,0.526162,-1.25744
-1.53158,0.556554,-1.32175
-1.56238,0.503628,-1.13692
-1.52381,0.411359,-1.28346
-1.53007,0.388825,-1.16295
-1.36516,0.656014,-1.39495
-1.42624,0.659145,-1.34036
-1.3966,0.749649,-1.3428
-1.33551,0.746518,-1.39739
0.776841,-0.277622,-1.14543
0.926301,-0.168034,-1.13222
1.23634,0.259439,-1.18135
1.18063,0.216701,-1.34231
1.2529,0.36629,-1.38841
1.30861,0.409028,-1.22745
-1.12939,1.26788,-0.975985
-0.419616,1.35082,-0.7473
0.068356,1.61652,-1.10319
0.034059,1.67942,-1.16889
-0.031671,1.63083,-1.17252
0.002626,1.56793,-1.10681
-0.02284,1.35912,-0.80501
-0.019482,1.31837,-0.738578
0.309216,1.28546,-0.638688
0.290608,1.45624,-0.777844
0.34578,1.44793,-0.761159
0.479325,1.68425,-0.872967
0.384659,1.71161,-0.895162
0.487669,1.77496,-0.917027
0.523551,1.74021,-0.897351
0.654383,1.78897,-0.930659
0.75754,1.77194,-0.945715
0.839888,1.52861,-0.923802
0.933886,1.59243,-0.942115
1.19225,1.25104,-0.918996
1.18656,0.886951,-0.852212
1.29993,0.86925,-0.852608
1.40536,0.84893,-0.849062
1.45211,0.818868,-0.959384
0.685824,-0.227485,-1.64025
0.639521,-0.303167,-1.6233
0.591662,-0.277549,-1.79492
0.637964,-0.201868,-1.81187
0.554515,-0.090736,-2.57962
0.533361,-0.057669,-2.96218
-0.887438,0.71682,-2.05038
-0.813159,0.91152,-2.0587
-0.707832,0.893333,-2.37564
-0.782111,0.698633,-2.36733
-0.440065,0.913322,-3.56665
-0.391963,0.927887,-3.91979
0.253766,0.462165,-5.32985
0.298353,0.601178,-5.2919
0.532831,0.565243,-5.2421
0.488245,0.426231,-5.28005
0.768882,-0.139274,-1.63689
0.696202,-0.10986,-1.84081
0.609244,-0.008317,-2.53398
0.617738,0.121126,-2.96476
0.69871,0.30533,-2.99306
0.740265,0.28174,-2.64092
0.659293,0.097535,-2.61262
0.795058,0.386784,-2.6059
0.710535,0.00899,-2.06182
0.778092,0.120777,-2.09509
1.10532,0.070906,-1.29916
1.02751,0.062631,-1.48628
1.10283,0.208426,-1.52943
1.16079,0.343467,-1.57975
1.07813,0.487138,-1.84282
1.10975,0.639501,-1.90221
0.982991,0.488456,-2.02413
1.003,0.623428,-2.06536
0.800688,0.48879,-2.68921
1.44101,0.9272,-1.24317
1.42219,1.07041,-1.29608
1.39024,1.03347,-1.50878
1.30778,1.12356,-1.73968
1.2324,1.08065,-1.89533
1.12715,1.01409,-2.01502
1.11968,0.93441,-1.99334
1.01574,0.898168,-2.14804
1.02321,0.977847,-2.16973
0.93083,1.00613,-2.3552
0.874141,0.973618,-2.53585
0.946524,0.944898,-2.34421
0.875766,0.911786,-2.56893
1.33367,1.23818,-0.926641
1.39682,1.25736,-0.94367
1.34529,1.36907,-0.965838
1.29902,1.50605,-1.03281
1.21292,1.61183,-1.04859
1.07926,1.6989,-1.00082
1.09572,1.71526,-1.05764
0.96449,1.7882,-1.05524
0.94803,1.77185,-0.99842
0.81163,1.84452,-1.04209
0.681972,1.87407,-1.03526
0.397607,1.76715,-0.924832
0.512301,1.87302,-1.00606
0.628198,1.88249,-1.06594
0.458526,1.88145,-1.03674
1.00751,1.03908,-2.18071
0.955137,1.09225,-2.19364
1.03445,1.159,-2.05481
1.08683,1.10583,-2.04188
1.29262,1.47974,-1.15275
1.20321,1.57908,-1.1469
1.18267,1.33045,-1.772
1.09498,1.42758,-1.74374
1.08602,1.68251,-1.15595
0.950312,1.76216,-1.14811
-0.681394,1.4504,-0.980203
-0.509664,1.42819,-0.921312
-0.506483,1.43533,-0.97786
-0.678213,1.45754,-1.03675
-0.405939,1.45333,-1.00021
-0.138433,1.53579,-1.06863
-0.079722,1.65049,-1.22122
-0.737336,1.45355,-1.10909
1.12649,1.26651,-1.93626
0.942464,1.25364,-2.05212
1.03451,1.36115,-1.93357
0.886492,1.16095,-2.21767
0.188282,1.82666,-1.17967
0.106641,1.78905,-1.20887
0.011063,1.71692,-1.26199
0.04363,1.72256,-1.19531
1.05344,1.43813,-1.84359
0.7148,1.73923,-1.6025
0.680727,1.7422,-1.7118
0.451978,1.88219,-1.1026
0.64582,1.85649,-1.14289
0.469601,1.85618,-1.17955
0.442193,1.80622,-1.55962
0.57543,1.78939,-1.59139
0.560126,1.78281,-1.6898
0.42689,1.79964,-1.65803
0.001577,1.74911,-1.45455
0.029857,1.76879,-1.39564
0.115341,1.78911,-1.45547
0.305272,1.85626,-1.22042
0.348213,1.85312,-1.23908
0.332759,1.81356,-1.55992
0.327946,1.80696,-1.6162
0.218459,1.79134,-1.56682
-0.012976,1.72273,-1.55957
-0.116436,1.67203,-1.50626
-0.101883,1.69842,-1.40124
-0.250158,1.60418,-1.30988
-0.399163,1.52923,-1.22698
-0.826607,1.4356,-1.10999
-1.00081,1.33939,-1.27324
-0.912893,1.38435,-1.26226
-0.14882,1.62906,-1.55408
-0.097737,1.6048,-1.64485
-0.282254,1.49451,-1.51354
-0.00406,1.63712,-1.71437
-0.010318,1.49096,-1.86056
0.096719,1.52326,-1.93426
0.184355,1.55176,-1.95208
0.282798,1.69541,-1.78028
0.375233,1.68033,-1.82665
0.434742,1.53234,-2.07113
0.491423,1.66842,-1.86694
0.622431,1.63344,-1.88529
0.56575,1.49736,-2.08949
0.518731,1.39794,-2.26693
0.468938,1.32179,-2.41931
0.339001,1.35025,-2.39873
0.388794,1.4264,-2.24634
0.168146,1.44313,-2.12148
0.185437,1.36435,-2.31533
0.12213,1.33628,-2.30608
0.104839,1.41505,-2.11223
-0.002198,1.38275,-2.03853
-0.264758,1.29445,-1.87381
-0.21194,1.22314,-2.12198
-0.343065,1.17561,-2.07832
-0.395882,1.24693,-1.83015
-0.535028,1.19221,-1.80623
-0.70416,1.03314,-2.05929
-0.631054,1.00465,-2.38006
-0.435824,1.04609,-2.81465
-0.31963,1.08571,-2.83354
-0.272469,1.13607,-2.41817
-0.181001,1.17119,-2.37466
-0.091534,1.15322,-2.7992
0.019177,1.16612,-2.91119
0.22661,1.18451,-2.91332
0.145615,1.25921,-2.59679
0.242256,1.28763,-2.55304
0.323251,1.21293,-2.86957
0.426857,1.25432,-2.62765
0.628288,0.914699,-3.46595
0.538435,0.953579,-3.55433
0.404811,1.10306,-3.23816
0.241958,1.14885,-3.23383
0.044372,1.14682,-3.56918
-0.114713,1.13513,-3.56572
-0.261188,1.08638,-3.21906
-0.356321,1.04768,-3.22746
-0.377856,1.00853,-3.59531
-0.355715,0.944949,-4.24189
-0.331011,1.01985,-3.94292
-0.294763,1.03691,-4.26502
-0.02514,1.16203,-3.96963
0.00978,1.15597,-3.97214
0.129221,1.14894,-4.32004
0.065441,1.13706,-3.88531
0.184882,1.13003,-4.23322
0.370413,1.0051,-4.25341
-0.321081,0.977336,-4.68097
-0.240824,1.06201,-4.68007
-0.08248,1.14619,-5.17483
-0.026423,1.17491,-5.2105
-0.038327,1.17273,-4.58765
-0.001601,1.17766,-4.58938
0.010304,1.17983,-5.21222
0.072991,1.16725,-5.20696
0.225879,1.12553,-4.60252
0.36527,0.988389,-4.64764
0.266795,0.683385,-5.27818
0.229522,0.747681,-5.26261
0.423288,0.943106,-5.15413
0.460561,0.87881,-5.1697
-0.070405,1.15458,-5.18678
-0.023413,1.12328,-5.20952
0.559937,0.605524,-4.65178
0.590817,0.582901,-4.20694
0.796857,0.901865,-2.8314
0.736462,0.894544,-3.08517
0.730956,0.487964,-3.03368
0.610653,0.759594,-3.85947
0.660711,0.733608,-3.49069
0.562497,0.004992,-0.699301
0.444133,0.043511,-0.70047
-0.43144,1.23394,-0.665154
-0.419233,1.1132,-0.650962
-0.436685,1.06421,-0.657766
-0.466308,0.985907,-0.669968
-1.46999,0.634468,-0.724116
-1.37137,0.620807,-0.694045
-1.24237,0.648325,-0.718374
-1.05682,0.394051,-0.725623
-1.24871,0.479534,-0.699834
-1.18544,0.353744,-0.698117
-0.473331,0.808599,-0.68623
-0.444415,0.754061,-0.682776
-0.43588,0.468909,-0.711663
-0.55565,0.385496,-0.740772
-1.08183,0.211717,-0.695392
-0.561525,-0.015959,-0.737861
-0.529948,0.07311,-0.754763
-0.452304,0.133976,-0.756195
-0.476203,0.303787,-0.738936
-0.408996,0.407739,-0.711214
-0.33313,0.818124,-0.6198
-0.305049,0.782033,-0.61262
-0.322767,0.576675,-0.653301
-0.273501,0.657534,-0.621594
0.024513,0.866507,-0.589012
0.047833,0.803801,-0.607791
0.050716,0.722713,-0.620143
-0.040714,0.783296,-0.548278
-0.0727,0.740367,-0.548504
0.018729,0.679784,-0.620368
0.251305,0.71648,-0.625119
0.193929,0.977747,-0.613699
-0.227341,1.09976,-0.539282
-0.177672,1.03946,-0.514125
-0.15138,1.04911,-0.519819
-0.201049,1.10941,-0.544976
-0.239579,0.674881,-0.593386
-0.208092,0.629978,-0.597746
-0.171207,0.728583,-0.536927
-0.295883,0.515505,-0.652852
-0.225771,0.51125,-0.644696
-0.106544,0.341782,-0.711309
-0.171605,0.33825,-0.694354
-0.280762,-0.086029,-0.799315
-0.078106,0.07421,-0.81202
0.004066,0.211081,-0.80372
-0.052238,0.228005,-0.809521
-0.13441,0.091133,-0.817822
-0.150446,0.09355,-0.812221
0.114147,0.117412,-0.770625
-0.102152,-0.063068,-0.812962
0.090102,-0.019865,-0.771567
0.124845,0.357737,-0.717777
0.13941,0.422331,-0.690482
0.08412,0.597706,-0.667993
0.311835,0.714164,-0.598432
0.273047,0.560966,-0.640722
0.333577,0.558649,-0.614036
0.395932,0.34383,-0.64716
0.404818,0.214681,-0.673583
0.033357,-0.225607,-0.797048
0.175528,-0.2338,-0.771933
0.232273,-0.028058,-0.746453
0.617549,0.072807,-0.691105
0.522155,0.148101,-0.6719
0.463885,0.315853,-0.634771
0.401531,0.530672,-0.601647
0.409683,0.583386,-0.584874
0.36617,0.708269,-0.57337
0.355699,0.882701,-0.522703
0.340922,0.808846,-0.577162
0.389335,0.789411,-0.539102
0.329026,1.03562,-0.500476
0.366095,0.909024,-0.507627
0.402897,0.891541,-0.546844
0.365828,1.01814,-0.539693
0.428941,0.790459,-0.54234
0.600445,0.656781,-0.707406
0.588273,0.796375,-0.737816
0.64859,1.02648,-0.815703
0.560508,1.04583,-0.775758
0.466951,1.24241,-0.75425
0.372239,1.14311,-0.620136
0.427316,1.1519,-0.688571
0.41097,1.48749,-0.785583
0.399994,1.44772,-0.772352
0.82218,1.65274,-0.936387
0.756187,1.57881,-0.909699
0.541005,1.48706,-0.837471
0.596848,1.54633,-0.859185
0.628896,1.37041,-0.863503
0.746902,1.35869,-0.893235
0.814912,1.27749,-0.895787
1.05672,1.03685,-0.876283
0.947894,1.05344,-0.873547
0.755306,0.980637,-0.841678
0.860814,0.960586,-0.855441
0.864688,0.826728,-0.834001
0.78749,0.826739,-0.823686
0.673912,0.597005,-0.736821
0.736583,0.41566,-0.684921
1.04402,0.294862,-0.69959
1.11815,0.247739,-0.696187
-1.24373,1.16503,-0.940893
-1.5343,0.583754,-0.779476
-1.49321,0.524628,-0.71189
-1.37771,0.452015,-0.675504
-1.45822,0.425534,-0.691037
-1.03919,-0.01139,-0.668172
-1.10824,-0.056535,-0.671871
-0.850976,-0.104301,-0.683054
-0.945802,-0.159087,-0.671579
-0.976517,-0.181017,-0.692919
-0.942533,-0.235622,-0.739
-1.13895,-0.078466,-0.693211
-1.13478,-0.125341,-0.748364
-1.51162,0.347896,-1.05199
-1.49801,0.363318,-0.904383
-1.4219,0.157816,-0.943752
-1.41027,0.143499,-0.841656
-1.553,0.584084,-0.867033
-1.54494,0.505428,-0.865059
-1.56875,0.597292,-1.09695
-1.55854,0.490006,-1.01266
-1.5649,0.58367,-0.972689
-1.50113,0.896673,-1.1973
-1.53865,0.8163,-1.15839
-1.55388,0.709202,-1.05032
-1.00835,0.797642,-1.80566
-1.1105,0.892422,-1.60861
-1.09936,1.15861,-1.46032
-1.33289,0.17386,-1.36808
-1.22488,0.213978,-1.53838
-1.17982,0.050916,-1.55586
-1.09661,0.123759,-1.72426
-1.01925,-0.027507,-1.80523
-0.759295,-0.48856,-1.90132
-0.893898,-0.436443,-1.71513
-1.19439,-0.241936,-1.24606
-1.2392,-0.206737,-1.28723
-1.08413,-0.362514,-1.48507
-1.03932,-0.397713,-1.44391
-0.452952,-0.619316,-1.71504
-0.245362,-0.654881,-1.68969
-0.252214,-0.637049,-1.54499
-0.459804,-0.601484,-1.57035
-1.01252,-0.390468,-1.23428
-0.940851,-0.440077,-1.40893
-0.70425,-0.512614,-1.40961
-0.557945,-0.592508,-1.79618
-0.657229,-0.55132,-1.59595
-1.11537,-0.190881,-0.828784
-1.09549,-0.257001,-0.938856
-0.970466,-0.354456,-1.01092
-0.890885,-0.36575,-0.935436
-0.506824,-0.562778,-1.384
-0.406,-0.357602,-0.804951
-0.571439,-0.399939,-0.8229
-0.539514,-0.466626,-0.954819
-0.374075,-0.424289,-0.93687
-0.191019,-0.406536,-0.904393
0.350996,-0.491226,-1.25441
0.349575,-0.414539,-1.02972
0.187892,-0.347225,-0.866213
0.53979,-0.356689,-1.01456
1.04026,-0.040577,-1.1265
1.06672,-0.010948,-0.971238
0.952764,-0.138405,-0.976962
1.17005,0.123068,-0.978956
1.34413,0.447346,-1.04318
1.3862,0.690681,-0.814773
1.42034,0.653694,-0.897645
0.545053,-0.391608,-1.17601
0.452619,-0.44941,-1.27106
0.567207,-0.367203,-1.65415
0.299265,-0.594903,-1.78165
0.332405,-0.571725,-1.83994
0.529342,-0.369876,-1.76834
0.477554,-0.363382,-1.9303
0.372371,-0.454013,-2.16122
0.445166,-0.355006,-2.18335
0.297191,-0.535846,-2.19098
0.187605,-0.584458,-2.58937
0.091231,-0.64358,-2.64555
0.294831,-0.596082,-1.92053
0.25992,-0.637621,-1.91948
0.192531,-0.680363,-2.07212
0.249343,-0.634295,-1.82306
0.140451,-0.70943,-1.81017
0.168055,-0.65907,-1.71325
0.078325,-0.675479,-1.67508
0.05072,-0.725839,-1.772
-0.057503,-0.688281,-1.67683
-0.176782,-0.690263,-1.73763
-0.2283,-0.745602,-1.9191
-0.297183,-0.73787,-2.03925
-0.181325,-0.787009,-2.01232
0.065771,-0.755108,-1.88863
0.174081,-0.71067,-2.02166
0.088824,-0.753022,-2.00371
0.04308,-0.769842,-2.019
0.049106,-0.763861,-2.12677
0.09485,-0.747041,-2.11147
0.113299,-0.716734,-2.16193
-0.090018,-0.800782,-2.07169
-0.133362,-0.7997,-2.08985
-0.135894,-0.79208,-2.21463
-0.09255,-0.793162,-2.19647
-0.376177,-0.69037,-2.46962
-0.33778,-0.71611,-2.41045
-0.387031,-0.689397,-2.36589
-0.425428,-0.663657,-2.42506
-0.299382,-0.741851,-2.35129
-0.260985,-0.767591,-2.29213
-0.310236,-0.740878,-2.24757
-0.348633,-0.715138,-2.30673
-0.259006,-0.616719,-3.01835
-0.223583,-0.548277,-3.40022
-0.149632,-0.558117,-3.44844
-0.185054,-0.62656,-3.06658
-0.05601,-0.574199,-3.43093
0.01679,-0.579989,-3.34576
0.07691,-0.608109,-2.92553
0.101387,-0.512488,-3.41421
0.161506,-0.540609,-2.99399
0.259397,-0.474191,-2.97037
0.259342,-0.390772,-3.40208
0.34057,-0.333288,-3.30058
0.340625,-0.416707,-2.86888
0.398991,-0.212583,-3.39175
0.342617,-0.079396,-4.23756
0.36852,-0.166408,-3.80532
0.236115,-0.321818,-3.81158
0.210212,-0.234806,-4.24381
0.202656,-0.13776,-4.73052
0.319054,0.003403,-4.73257
0.411464,0.26874,-5.29603
-0.004154,0.195862,-5.35261
-0.048104,-0.186877,-5.33989
-0.109936,-0.159285,-5.35637
-0.12769,-0.484498,-3.83681
-0.198297,-0.45094,-3.85232
-0.266171,-0.398895,-3.83013
-0.2344,-0.508115,-3.52011
-0.302274,-0.45607,-3.49792
-0.198902,-0.680617,-2.75614
-0.290665,-0.6538,-2.78823
-0.389258,-0.65301,-2.6155
-0.491109,0.389993,-3.83448
-0.461117,0.245363,-3.8146
-0.492086,0.191544,-3.46484
-0.522078,0.336175,-3.48471
-0.855156,-0.032313,-2.07387
-0.899294,0.125801,-2.08054
-0.800982,0.190582,-2.35476
-0.756844,0.032468,-2.34809
-0.822411,0.3526,-2.35256
-0.567794,0.300078,-3.14794
-0.581108,0.453312,-3.15539
-0.535392,0.489409,-3.49216
-0.494562,0.520218,-3.8424
-0.372088,0.854642,-4.65116
-0.388456,0.787722,-5.27219
-0.415464,0.732461,-4.67685
-0.189253,-0.100915,-5.36157
-0.251193,-0.004107,-5.35246
-0.316802,-0.306841,-3.83396
-0.338509,-0.388967,-3.4493
-0.389447,-0.543546,-2.86589
-0.396793,-0.417288,-2.90923
-0.45424,-0.582684,-2.56073
-0.425484,-0.416989,-2.79027
-0.618561,0.07956,-2.76712
-0.563532,-0.089807,-2.76753
-0.701815,-0.136899,-2.3485
-0.483501,-0.02915,-3.13341
-0.439864,0.338392,-4.21641
-0.404179,0.207073,-4.23552
-0.425432,0.114044,-3.8337
-0.394357,0.320875,-4.73626
-0.139481,0.403009,-5.35922
-0.352463,0.296683,-5.34208
-0.154615,0.703763,-5.31792
-0.345379,0.859381,-0.619744
-0.857231,0.325426,-0.745397
-0.974657,0.279274,-0.721945
-0.322951,1.20113,-0.60653
-0.317468,1.14419,-0.58984
-0.27783,1.1561,-0.57343
-0.271126,0.79938,-0.584412
-0.2103,1.02414,-0.511505
0.259999,1.14204,-0.494217
0.302502,1.09388,-0.497123
-0.121736,0.652456,-0.583157
-0.385826,0.8019,-0.650315
-0.345582,1.19325,-0.620295
0.003787,1.75074,-1.34727
0.031737,1.2595,-0.68263
-0.371729,1.33967,-0.738059
-0.396333,1.39214,-0.853845
0.20489,1.58386,-0.9018
-0.297779,1.22191,-0.610823
0.29942,1.12627,-0.506671
0.186904,0.946358,-0.633798
0.642063,0.945004,-0.800321
0.661416,0.781402,-0.782981
0.748779,0.899163,-0.826295
0.577487,1.34497,-0.84276
0.822713,1.40356,-0.910381
1.00788,1.16185,-0.8946
1.18028,0.737226,-0.822907
-0.39312,1.30787,-1.68053
0.008031,1.5061,-1.02795
-1.12909,0.2205,-1.69617
-1.28124,0.744245,-1.46588
1.00396,-0.069938,-1.27944
-0.370733,1.42138,-0.90811
1.02054,1.66454,-0.963144
0.504691,-0.247867,-2.22484
-0.406722,0.822255,-4.21208
0.54577,0.688816,-5.20631
0.514212,0.771024,-5.19258
0.574946,0.418758,-4.20842
0.721892,0.128442,-2.33384
1.11805,0.797095,-1.94535
0.795232,0.963697,-2.79832
1.19208,1.1724,-1.92218
1.24826,1.23634,-1.75792
-0.353327,1.52321,-1.14502
0.731912,1.00928,-2.84939
0.653379,1.71459,-1.76422
0.278214,1.76226,-1.67143
0.416985,1.18134,-2.91296
-0.085641,1.14969,-3.90336
-0.070962,1.16086,-4.24376
0.531265,0.906713,-3.88719
0.165849,1.14688,-4.71682
0.371127,1.00911,-5.27669
0.668874,0.853722,-3.44988
-0.746414,0.396601,-0.753895
-0.064034,0.846002,-0.529499
-0.328455,-0.27623,-0.800463
-0.264726,-0.088446,-0.804916
-0.165881,-0.250851,-0.808509
0.507467,0.213919,-0.652189
0.464225,1.09144,-0.703563
-0.726431,-0.371057,-0.816311
-0.923122,-0.301163,-0.81942
-1.19331,-0.183279,-1.44746
-0.958881,-0.066525,-1.89264
-1.10133,-0.304896,-1.53065
-0.694195,-0.435644,-0.932327
0.008219,-0.381292,-0.892932
0.771578,-0.242703,-0.983977
1.26478,0.28224,-1.01409
0.360675,-0.436207,-2.53599
-0.292566,-0.749479,-2.13493
-0.002664,-0.786662,-2.0343
-0.17924,-0.790998,-2.23279
-0.424726,0.405719,-4.62078
-0.528856,0.129869,-3.13695
-0.678929,0.411787,-2.77591
-0.443563,0.689918,-4.19351
-0.307203,0.14467,-5.35388
-0.446731,0.032525,-3.4613
-0.42555,-0.582984,-2.67969
-0.657499,0.249769,-2.77811
-0.353155,-0.613572,-2.8017
-0.034069,-0.50058,-3.81929
0.07816,-0.443534,-3.82371
0.003362,-0.780681,-2.14206
0.285495,-0.51804,-2.56575
-1.13754,-0.293013,-1.16221
-0.073377,-0.64089,-1.50917
-0.816003,-0.171262,-2.05629
-0.959659,0.164819,-1.99314
1.28077,0.711001,-0.818319
0.700127,0.708979,-0.780371
0.904412,1.16028,-0.88498
0.568919,0.959977,-0.755156
0.472636,1.00559,-0.682961
0.408339,1.03025,-0.615692
0.329729,1.131,-0.544136
0.274797,0.146622,-0.721412
0.419506,0.148863,-0.693295
0.174533,0.169171,-0.74806
0.286588,0.814741,-0.602224
-0.796666,0.487809,-0.757863
0.299424,0.041269,-0.728587
-0.010462,1.17321,-4.31003
0.333124,1.28591,-2.58426
0.248133,1.35197,-2.3675
0.012584,1.72254,-1.60731
0.317644,1.77443,-1.6601
0.532778,1.7552,-1.74222
0.416588,1.76711,-1.70193
0.695876,0.955521,-3.10123
-0.38112,1.44813,-1.45544
-0.868282,1.30938,-1.44208
-0.086998,1.68431,-1.30649
-0.235273,1.59008,-1.21513
0.797452,1.81848,-1.13496
0.324556,1.85959,-1.11998
1.0113,0.781022,-2.10849
0.671843,0.02259,-2.2552
0.946088,-0.064529,-1.44927
0.546999,0.481951,-4.68757
0.539874,-0.271055,-1.95687
1.14083,1.36252,-0.930343
1.28225,1.34965,-0.937988
0.908836,1.72485,-0.957416
0.268752,1.66227,-0.901295
0.245332,1.25624,-0.615324
-0.44422,1.4033,-0.863086
1.4086,0.878109,-1.43757
1.14161,0.100267,-1.14622
-0.794578,1.43095,-0.987927
-1.02681,1.26368,-1.4352
-0.946893,1.30415,-1.42212
-1.48783,0.554988,-1.34803
-1.55133,0.687219,-0.962062
-0.298606,1.34287,-1.71875
-0.206498,0.206134,-0.731752
0.709028,0.314379,-0.638223
-0.137701,0.211048,-0.743432
0.032743,0.640265,-0.656605
0.156926,1.64432,-0.963418
0.198539,1.65645,-0.927276
0.293126,1.5184,-0.811404
0.348298,1.51009,-0.794719
0.269678,1.59307,-0.861991
-0.396458,1.18186,-0.642766
-0.100399,1.31739,-0.737455
-0.186755,0.949234,-0.501678
-0.262569,1.10078,-0.557854
-0.939392,0.440203,-0.749075
-0.083471,0.254232,-5.3578
-0.176708,-0.798618,-2.10801
